datetime_utc;pv_production_kw;grid_net_kw;injection_price_eur_per_mwh;offtake_price_eur_per_mwh;most_recent_load_factor_forecast
2026-07-10 23:15:00;0,06;8,01;128,249;189,5381;0
2026-07-10 23:30:00;0,06;9,02;128,229;189,5181;0
2026-07-10 23:45:00;0,06;7,83;123,659;184,9481;0
2026-07-11 00:00:00;0,06;7,68;126,709;187,9981;0
2026-07-11 00:15:00;0,06;7,75;123,959;185,2481;0
2026-07-11 00:30:00;0,05;6,67;120,479;181,7681;0
2026-07-11 00:45:00;0,06;5,23;116,639;177,9281;0
2026-07-11 01:00:00;0,06;11,15;122,729;184,0181;0
2026-07-11 01:15:00;0,04;9,43;115,129;176,4181;0
2026-07-11 01:30:00;0,06;5,96;114,749;176,0381;0
2026-07-11 01:45:00;0,06;4,98;119,189;180,4781;0
2026-07-11 02:00:00;0,06;5,85;115,719;177,0081;0
2026-07-11 02:15:00;0,06;5,14;117,919;179,2081;0
2026-07-11 02:30:00;0,06;5,57;117,099;178,3881;0,000120874
2026-07-11 02:45:00;0,06;6,2;118,959;180,2481;0,002977008
2026-07-11 03:00:00;0,05;8,21;114,999;176,2881;0,009491202
2026-07-11 03:15:00;0,05;14,11;115,049;176,3381;0,017110005
2026-07-11 03:30:00;0,04;18,54;110,869;172,1581;0,02667665
2026-07-11 03:45:00;0,58;18,67;109,179;170,4681;0,037860755
2026-07-11 04:00:00;1,45;17,94;114,369;175,6581;0,050775114
2026-07-11 04:15:00;2,57;15,14;116,759;178,0481;0,063386545
2026-07-11 04:30:00;4,04;13,53;114,849;176,1381;0,081889324
2026-07-11 04:45:00;5,88;10,39;106,669;167,9581;0,10624397
2026-07-11 05:00:00;8,97;5,82;114,999;176,2881;0,15093982
2026-07-11 05:15:00;13,74;-2,23;110,249;171,5381;0,17906375
2026-07-11 05:30:00;18,64;-10,19;105,999;167,2881;0,20856084
2026-07-11 05:45:00;23,37;-15,62;101,979;163,2681;0,23966184
2026-07-11 06:00:00;29,18;-21,55;125,409;186,6981;0,2775269
2026-07-11 06:15:00;35,65;-27,18;107,199;168,4881;0,31515837
2026-07-11 06:30:00;43,48;-35,54;88,759;150,0481;0,35239017
2026-07-11 06:45:00;50,96;-42,74;76,459;137,7481;0,38658303
2026-07-11 07:00:00;58,47;-49,47;90,319;151,6081;0,40434164
2026-07-11 07:15:00;65,63;-55,91;84,689;145,9781;0,43129727
2026-07-11 07:30:00;72,63;-55,83;50,369;111,6581;0,45704666
2026-07-11 07:45:00;78,93;-62,06;12,609;73,8981;0,48176798
2026-07-11 08:00:00;84,18;-66,88;23,249;84,5381;0,48181835
2026-07-11 08:15:00;89,1;-74,18;1,339;62,6281;0,5034585
2026-07-11 08:30:00;93,8;-80,91;-11,571;49,7181;0,5232927
2026-07-11 08:45:00;97,46;-83,09;-15,671;45,6181;0,54162675
2026-07-11 09:00:00;101,4;-81,57;-15,751;45,5381;0,54507506
2026-07-11 09:15:00;103,3;-84,59;-16,461;44,8281;0,5582383
2026-07-11 09:30:00;103,15;-83,72;-16,731;44,5581;0,5698139
2026-07-11 09:45:00;109,4;-93,42;-16,751;44,5381;0,57986563
2026-07-11 10:00:00;111,28;-95,72;-16,751;44,5381;0,59075576
2026-07-11 10:15:00;114,09;-100,61;-16,751;44,5381;0,59757173
2026-07-11 10:30:00;114,62;-102,56;-16,751;44,5381;0,60237813
2026-07-11 10:45:00;114,93;-100,54;-16,751;44,5381;0,60509163
2026-07-11 11:00:00;114,67;-98,43;-16,741;44,5481;0,61979336
2026-07-11 11:15:00;114,32;-94,35;-16,521;44,7681;0,6172863
2026-07-11 11:30:00;114,5;-91,32;-16,501;44,7881;0,6127668
2026-07-11 11:45:00;113,93;-97,16;-16,471;44,8181;0,6059645
2026-07-11 12:00:00;112,18;-93,85;-16,501;44,7881;0,59481645
2026-07-11 12:15:00;111,64;-98,68;-16,501;44,7881;0,5833822
2026-07-11 12:30:00;109,86;-97;-16,501;44,7881;0,5693748
2026-07-11 12:45:00;108,26;-94,47;-16,531;44,7581;0,55293924
2026-07-11 13:00:00;105,96;-92,98;-16,581;44,7081;0,51741266
2026-07-11 13:15:00;103,01;-89,71;-16,751;44,5381;0,49753147
2026-07-11 13:30:00;99,95;-86,59;-16,811;44,4781;0,4755764
2026-07-11 13:45:00;96,29;-83,64;-16,981;44,3081;0,45229128
2026-07-11 14:00:00;92,26;-78,68;-16,741;44,5481;0,41108248
2026-07-11 14:15:00;87,98;-74,67;-16,261;45,0281;0,38745308
2026-07-11 14:30:00;83,55;-69,59;-16,011;45,2781;0,36207876
2026-07-11 14:45:00;79,06;-55,58;8,819;70,1081;0,33434966
2026-07-11 15:00:00;74,21;-50,6;-2,171;59,1181;0,29097596
2026-07-11 15:15:00;68,35;-44,8;50,489;111,7781;0,26094747
2026-07-11 15:30:00;62,1;-38,84;78,169;139,4581;0,22925855
2026-07-11 15:45:00;54,82;-32,6;107,029;168,3181;0,19754039
2026-07-11 16:00:00;47,81;-24,48;81,329;142,6181;0,16157776
2026-07-11 16:15:00;41,48;-20,05;96,949;158,2381;0,13295071
2026-07-11 16:30:00;34,43;-9,94;114,449;175,7381;0,105306566
2026-07-11 16:45:00;27,95;-4,1;123,619;184,9081;0,07996374
2026-07-11 17:00:00;22,04;-0,06;113,429;174,7181;0,062640764
2026-07-11 17:15:00;17,11;1,97;124,269;185,5581;0,049051292
2026-07-11 17:30:00;12,77;-0,62;127,369;188,6581;0,038780175
2026-07-11 17:45:00;9,33;5,46;131,339;192,6281;0,028539075
2026-07-11 18:00:00;6,62;16,57;131,449;192,7381;0,020926455
2026-07-11 18:15:00;4,8;14,34;134,519;195,8081;0,012533182
2026-07-11 18:30:00;3,85;14,23;135,689;196,9781;0,005071533
2026-07-11 18:45:00;3,24;15,58;137,509;198,7981;0,000758722
2026-07-11 19:00:00;2,55;12,91;138,009;199,2981;0
2026-07-11 19:15:00;1,73;6,14;137,879;199,1681;0
2026-07-11 19:30:00;1,07;2,83;141,199;202,4881;0
2026-07-11 19:45:00;0,39;4,57;139,789;201,0781;0
2026-07-11 20:00:00;0,05;5,1;143,259;204,5481;0
2026-07-11 20:15:00;0,07;4,93;138,559;199,8481;0
2026-07-11 20:30:00;0,05;6,22;138,529;199,8181;0
2026-07-11 20:45:00;0,06;7,61;132,199;193,4881;0
2026-07-11 21:00:00;0,06;5,66;134,609;195,8981;0
2026-07-11 21:15:00;0,06;5,13;128,459;189,7481;0
2026-07-11 21:30:00;0,06;5,52;128,249;189,5381;0
2026-07-11 21:45:00;0,06;6,79;124,029;185,3181;0
2026-07-11 22:00:00;0,05;7,69;123,759;185,0481;0
2026-07-11 22:15:00;0,06;7,17;123,249;184,5381;0
2026-07-11 22:30:00;0,06;7,58;122,009;183,2981;0
2026-07-11 22:45:00;0,07;7,94;113,749;175,0381;0
2026-07-11 23:00:00;0,05;5,89;118,449;179,7381;0
2026-07-11 23:15:00;0,06;5,87;118,249;179,5381;0
2026-07-11 23:30:00;0,06;5,81;114,589;175,8781;0
2026-07-11 23:45:00;0,05;9,98;109,249;170,5381;0
2026-07-12 00:00:00;0,04;11,87;111,189;172,4781;0
2026-07-12 00:15:00;0,05;11,86;109,289;170,5781;0
2026-07-12 00:30:00;0,05;11,22;108,049;169,3381;0
2026-07-12 00:45:00;0,05;10,64;106,749;168,0381;0
2026-07-12 01:00:00;0,05;9,75;111,179;172,4681;0
2026-07-12 01:15:00;0,05;10,08;111,169;172,4581;0
2026-07-12 01:30:00;0,05;9,57;106,099;167,3881;0
2026-07-12 01:45:00;0,06;8,68;104,949;166,2381;0
2026-07-12 02:00:00;0,06;7,87;110,249;171,5381;0
2026-07-12 02:15:00;0,06;9,14;106,479;167,7681;0
2026-07-12 02:30:00;0,05;9,21;104,359;165,6481;6,86E-05
2026-07-12 02:45:00;0,06;9,31;103,439;164,7281;0,002912366
2026-07-12 03:00:00;0,05;8,88;107,249;168,5381;0,009134267
2026-07-12 03:15:00;0,05;10,53;105,429;166,7181;0,01574287
2026-07-12 03:30:00;0,05;10,11;103,789;165,0781;0,022785993
2026-07-12 03:45:00;0,48;9,59;99,689;160,9781;0,030951947
2026-07-12 04:00:00;1,33;15,01;101,889;163,1781;0,040189777
2026-07-12 04:15:00;2,37;18,12;95,579;156,8681;0,050892524
2026-07-12 04:30:00;3,86;15,21;93,249;154,5381;0,0704408
2026-07-12 04:45:00;5,66;17,11;88,729;150,0181;0,099023655
2026-07-12 05:00:00;8,67;15,46;95,559;156,8481;0,1564674
2026-07-12 05:15:00;13,41;9,29;91,549;152,8381;0,18970045
2026-07-12 05:30:00;18,26;2,75;84,459;145,7481;0,22410582
2026-07-12 05:45:00;22,97;-8,7;60,529;121,8181;0,26073045
2026-07-12 06:00:00;28,98;-15,57;86,809;148,0981;0,29682997
2026-07-12 06:15:00;35,38;-21,17;62,319;123,6081;0,34071407
2026-07-12 06:30:00;43,15;-29,51;35,219;96,5081;0,38194588
2026-07-12 06:45:00;50,59;-36,35;-3,601;57,6881;0,4181823
2026-07-12 07:00:00;57,87;-45,55;3,249;64,5381;0,42382947
2026-07-12 07:15:00;65,24;-52,26;-15,211;46,0781;0,45513257
2026-07-12 07:30:00;71,95;-55,4;-16,751;44,5381;0,48630828
2026-07-12 07:45:00;78,68;-64,91;-16,751;44,5381;0,51563656
2026-07-12 08:00:00;83,8;-69,1;-16,761;44,5281;0,5311467
2026-07-12 08:15:00;89,23;-74,72;-16,761;44,5281;0,5553975
2026-07-12 08:30:00;93,71;-79,11;-16,801;44,4881;0,57687116
2026-07-12 08:45:00;97,43;-79,87;-16,861;44,4281;0,59597784
2026-07-12 09:00:00;100,94;-85,98;-16,711;44,5781;0,61591905
2026-07-12 09:15:00;103,27;-88,95;-17,031;44,2581;0,6303001
2026-07-12 09:30:00;105,99;-90,95;-17,251;44,0381;0,64244974
2026-07-12 09:45:00;107,93;-92,75;-16,961;44,3281;0,65218633
2026-07-12 10:00:00;110,44;-94,39;-16,521;44,7681;0,6640094
2026-07-12 10:15:00;111,01;-97,01;-16,401;44,8881;0,669299
2026-07-12 10:30:00;109,05;-93,92;-15,681;45,6081;0,6724295
2026-07-12 10:45:00;109,9;-94,59;-15,591;45,6981;0,6734079
2026-07-12 11:00:00;117,49;-102,7;-15,511;45,7781;0,6734846
2026-07-12 11:15:00;114,29;-98,55;-15,371;45,9181;0,6701666
2026-07-12 11:30:00;118,47;-105,12;-14,971;46,3181;0,66466665
2026-07-12 11:45:00;116,5;-104,76;-15,461;45,8281;0,65681064
2026-07-12 12:00:00;112,77;-101,13;-15,301;45,9881;0,64320886
2026-07-12 12:15:00;112,39;-98,36;-15,351;45,9381;0,63114697
2026-07-12 12:30:00;110,42;-94,01;-15,441;45,8481;0,61661434
2026-07-12 12:45:00;108,78;-94,49;-15,941;45,3481;0,6002726
2026-07-12 13:00:00;105,52;-92,16;-15,641;45,6481;0,57514393
2026-07-12 13:15:00;103,35;-89,87;-16,321;44,9681;0,55432117
2026-07-12 13:30:00;95,2;-81,78;-16,731;44,5581;0,53073907
2026-07-12 13:45:00;94,28;-79,69;-17,451;43,8381;0,5051688
2026-07-12 14:00:00;84,75;-67,48;-17,551;43,7381;0,46498674
2026-07-12 14:15:00;83,62;-69,73;-17,951;43,3381;0,4378485
2026-07-12 14:30:00;81,33;-67,16;-17,731;43,5581;0,4087917
2026-07-12 14:45:00;80,12;-64,53;-19,531;41,7581;0,37727588
2026-07-12 15:00:00;74;-51,92;-17,621;43,6681;0,33101344
2026-07-12 15:15:00;69,38;-45,56;-16,241;45,0481;0,2950424
2026-07-12 15:30:00;62,67;-39,17;-15,321;45,9681;0,2563108
2026-07-12 15:45:00;55,36;-30,88;8,499;69,7881;0,21730839
2026-07-12 16:00:00;48,51;-22,98;9,309;70,5981;0,17532982
2026-07-12 16:15:00;41,54;-19,41;71,439;132,7281;0,13947192
2026-07-12 16:30:00;34,67;-7,35;99,339;160,6281;0,105081476
2026-07-12 16:45:00;27,95;-1,12;115,099;176,3881;0,07401187
2026-07-12 17:00:00;22,12;0,46;94,719;156,0081;0,05513179
2026-07-12 17:15:00;17,24;2,3;116,999;178,2881;0,040494103
2026-07-12 17:30:00;13,08;-0,24;119,089;180,3781;0,032125074
2026-07-12 17:45:00;9,59;3,66;128,249;189,5381;0,024382178
2026-07-12 18:00:00;6,72;4,28;124,379;185,6681;0,022272814
2026-07-12 18:15:00;4,97;6,24;120,779;182,0681;0,013485337
2026-07-12 18:30:00;4,02;6,98;124,099;185,3881;0,005406041
2026-07-12 18:45:00;3,22;5,38;127,369;188,6581;0,000758557
2026-07-12 19:00:00;2,45;6,54;123,349;184,6381;0
2026-07-12 19:15:00;1,77;7,46;128,189;189,4781;0
2026-07-12 19:30:00;1;8,24;129,179;190,4681;0
2026-07-12 19:45:00;0,28;8,51;130,229;191,5181;0
2026-07-12 20:00:00;0,06;3,7;132,949;194,2381;0
2026-07-12 20:15:00;0,06;7,79;128,249;189,5381;0
2026-07-12 20:30:00;0,06;8,2;128,189;189,4781;0
2026-07-12 20:45:00;0,06;8,38;123,329;184,6181;0
2026-07-12 21:00:00;0,06;5,52;128,219;189,5081;0
2026-07-12 21:15:00;0,07;6,67;121,149;182,4381;0
2026-07-12 21:30:00;0,05;5,21;121,719;183,0081;0
2026-07-12 21:45:00;0,05;10,7;119,179;180,4681;0
2026-07-12 22:00:00;0,05;10,31;115,189;176,4781;0
2026-07-12 22:15:00;0,06;6,24;113,249;174,5381;0
2026-07-12 22:30:00;0,05;7,39;112,659;173,9481;0
2026-07-12 22:45:00;0,05;6,75;110,819;172,1081;0
2026-07-12 23:00:00;0,05;4,6;111,669;172,9581;0
2026-07-12 23:15:00;0,06;6,36;107,419;168,7081;0
2026-07-12 23:30:00;0,05;5,18;106,949;168,2381;0
2026-07-12 23:45:00;0,06;7,49;101,739;163,0281;0
2026-07-13 00:00:00;0,06;6,13;106,179;167,4681;0
2026-07-13 00:15:00;0,06;6,85;101,779;163,0681;0
2026-07-13 00:30:00;0,06;6,33;98,949;160,2381;0
2026-07-13 00:45:00;0,06;5,87;103,729;165,0181;0
2026-07-13 01:00:00;0,05;6,98;101,439;162,7281;0
2026-07-13 01:15:00;0,05;10,74;101,759;163,0481;0
2026-07-13 01:30:00;0,05;8,01;105,169;166,4581;0
2026-07-13 01:45:00;0,05;5,93;105,739;167,0281;0
2026-07-13 02:00:00;0,06;8,06;101,929;163,2181;0
2026-07-13 02:15:00;0,06;9,03;105,989;167,2781;0
2026-07-13 02:30:00;0,05;8,43;108,999;170,2881;2,56E-05
2026-07-13 02:45:00;0,05;8,74;109,259;170,5481;0,002645552
2026-07-13 03:00:00;0,05;19,12;107,889;169,1781;0,008679628
2026-07-13 03:15:00;0,05;19,88;111,409;172,6981;0,015252694
2026-07-13 03:30:00;0,05;17,07;117,949;179,2381;0,022051431
2026-07-13 03:45:00;0,31;17,08;123,919;185,2081;0,029934572
2026-07-13 04:00:00;1,3;15,58;125,049;186,3381;0,037425242
2026-07-13 04:15:00;2,94;10,74;133,249;194,5381;0,04792434
2026-07-13 04:30:00;5,89;8,66;130,569;191,8581;0,067445405
2026-07-13 04:45:00;10,3;-4,76;133,769;195,0581;0,09639715
2026-07-13 05:00:00;13,58;-5,05;125,369;186,6581;0,15598522
2026-07-13 05:15:00;16,05;-12,77;130,969;192,2581;0,18933313
2026-07-13 05:30:00;17,47;-7,47;126,479;187,7681;0,22374773
2026-07-13 05:45:00;16,01;-6,38;121,439;182,7281;0,26027533
2026-07-13 06:00:00;26,6;-24,02;130,819;192,1081;0,29806128
2026-07-13 06:15:00;34,2;-29,96;128,849;190,1381;0,3411182
2026-07-13 06:30:00;41,59;-31,13;112,829;174,1181;0,38162464
2026-07-13 06:45:00;49,03;-38,54;109,039;170,3281;0,41760078
2026-07-13 07:00:00;56,52;-49,11;126,029;187,3181;0,4207112
2026-07-13 07:15:00;63,98;-52,13;112,409;173,6981;0,45146212
2026-07-13 07:30:00;70,49;-58,99;96,899;158,1881;0,4820259
2026-07-13 07:45:00;77,5;-64,23;84,159;145,4481;0,510943
2026-07-13 08:00:00;83,25;-69,74;101,469;162,7581;0,52802986
2026-07-13 08:15:00;87,71;-78,31;84,869;146,1581;0,5520314
2026-07-13 08:30:00;92,3;-78,21;77,109;138,3981;0,5733982
2026-07-13 08:45:00;96,36;-76,29;64,069;125,3581;0,5925072
2026-07-13 09:00:00;100,16;-83,73;70,479;131,7681;0,60876304
2026-07-13 09:15:00;102,2;-86,58;61,909;123,1981;0,6234497
2026-07-13 09:30:00;104,21;-86,85;53,249;114,5381;0,63589954
2026-07-13 09:45:00;107,26;-89,01;48,769;110,0581;0,64565724
2026-07-13 10:00:00;109,54;-89,58;55,369;116,6581;0,6610202
2026-07-13 10:15:00;110,12;-86,48;49,859;111,1481;0,6658572
2026-07-13 10:30:00;114,1;-92,8;48,539;109,8281;0,6684728
2026-07-13 10:45:00;117,13;-100,76;51,849;113,1381;0,6688899
2026-07-13 11:00:00;113,78;-97,41;40,269;101,5581;0,66738945
2026-07-13 11:15:00;110,45;-92,23;36,789;98,0781;0,6636967
2026-07-13 11:30:00;115,29;-98,45;43,069;104,3581;0,65794855
2026-07-13 11:45:00;112,65;-96,8;38,889;100,1781;0,6499513
2026-07-13 12:00:00;106,26;-90,2;51,999;113,2881;0,63780785
2026-07-13 12:15:00;97,06;-81,18;53,199;114,4881;0,6255043
2026-07-13 12:30:00;97,12;-80,9;60,999;122,2881;0,61077
2026-07-13 12:45:00;108,31;-92,29;59,649;120,9381;0,5939142
2026-07-13 13:00:00;105,18;-87,09;63,969;125,2581;0,56823987
2026-07-13 13:15:00;101,52;-82,6;61,829;123,1181;0,5464835
2026-07-13 13:30:00;91,76;-78,33;73,889;135,1781;0,52246255
2026-07-13 13:45:00;95,79;-81,36;86,999;148,2881;0,49700263
2026-07-13 14:00:00;77,36;-63,08;55,329;116,6181;0,45750338
2026-07-13 14:15:00;72,43;-58,61;75,099;136,3881;0,43019888
2026-07-13 14:30:00;72,19;-56,28;85,049;146,3381;0,40116283
2026-07-13 14:45:00;78,39;-62,1;101,079;162,3681;0,37002143
2026-07-13 15:00:00;60,98;-37,66;80,789;142,0781;0,32712385
2026-07-13 15:15:00;52,77;-29,71;99,119;160,4081;0,29133362
2026-07-13 15:30:00;45,02;-21,64;115,119;176,4081;0,25321347
2026-07-13 15:45:00;43,15;-19,99;124,759;186,0481;0,21505302
2026-07-13 16:00:00;42;-20,63;94,379;155,6681;0,17198211
2026-07-13 16:15:00;36,95;-13,77;96,029;157,3181;0,1377062
2026-07-13 16:30:00;34,54;-12,86;123,749;185,0381;0,104670376
2026-07-13 16:45:00;25,92;-1,71;135,879;197,1681;0,0747095
2026-07-13 17:00:00;21,83;2,9;105,549;166,8381;0,057218153
2026-07-13 17:15:00;19,16;-0,36;125,899;187,1881;0,042800203
2026-07-13 17:30:00;12,98;1,28;127,379;188,6681;0,03381748
2026-07-13 17:45:00;12,83;-0,26;138,299;199,5881;0,025304735
2026-07-13 18:00:00;9,75;2,82;114,069;175,3581;0,021786429
2026-07-13 18:15:00;9,13;2,45;136,109;197,3981;0,012880222
2026-07-13 18:30:00;7,61;-3,02;152,129;213,4181;0,00493153
2026-07-13 18:45:00;6,03;-0,83;160,949;222,2381;0,000599013
2026-07-13 19:00:00;3,93;2,05;157,569;218,8581;0
2026-07-13 19:15:00;2,7;3,76;157,199;218,4881;0
2026-07-13 19:30:00;1,38;7,8;146,249;207,5381;0
2026-07-13 19:45:00;0,47;8,5;136,559;197,8481;0
2026-07-13 20:00:00;0,06;4,14;156,089;217,3781;0
2026-07-13 20:15:00;0,06;7,07;139,229;200,5181;0
2026-07-13 20:30:00;0,06;8,17;140,249;201,5381;0
2026-07-13 20:45:00;0,05;5,31;133,719;195,0081;0
2026-07-13 21:00:00;0,05;4,65;133,129;194,4181;0
2026-07-13 21:15:00;0,05;4,53;127,819;189,1081;0
2026-07-13 21:30:00;0,05;4,68;126,049;187,3381;0
2026-07-13 21:45:00;0,06;7,09;122,239;183,5281;0
2026-07-13 22:00:00;0,06;7,15;131,539;192,8281;0
2026-07-13 22:15:00;0,05;5,43;124,379;185,6681;0
2026-07-13 22:30:00;0,06;5,17;120,289;181,5781;0
2026-07-13 22:45:00;0,06;5,27;115,159;176,4481;0
2026-07-13 23:00:00;0,07;6,35;122,039;183,3281;0
2026-07-13 23:15:00;0,06;5,25;117,749;179,0381;0
2026-07-13 23:30:00;0,06;4,68;116,239;177,5281;0
2026-07-13 23:45:00;0,06;5,54;112,519;173,8081;0
2026-07-14 00:00:00;0,06;4,93;112,799;174,0881;0
2026-07-14 00:15:00;0,05;4,5;109,959;171,2481;0
2026-07-14 00:30:00;0,05;4,6;110,689;171,9781;0
2026-07-14 00:45:00;0,05;6,23;108,949;170,2381;0
2026-07-14 01:00:00;0,04;10,49;111,249;172,5381;0
2026-07-14 01:15:00;0,05;5,26;110,529;171,8181;0
2026-07-14 01:30:00;0,06;7,1;110,339;171,6281;0
2026-07-14 01:45:00;0,06;5,66;109,749;171,0381;0
2026-07-14 02:00:00;0,05;6,06;108,869;170,1581;0
2026-07-14 02:15:00;0,05;6,21;109,119;170,4081;0
2026-07-14 02:30:00;0,05;6,08;111,479;172,7681;4,37E-06
2026-07-14 02:45:00;0,06;6,77;114,129;175,4181;0,002234859
2026-07-14 03:00:00;0,05;9,98;113,519;174,8081;0,008141877
2026-07-14 03:15:00;0,05;17,39;116,529;177,8181;0,015534184
2026-07-14 03:30:00;0,08;16,26;120,179;181,4681;0,024162197
2026-07-14 03:45:00;1,03;15,92;122,849;184,1381;0,03451931
2026-07-14 04:00:00;2,52;13,81;122,599;183,8881;0,04481112
2026-07-14 04:15:00;3,71;13,26;118,059;179,3481;0,056474768
2026-07-14 04:30:00;4,86;12,11;123,249;184,5381;0,07465945
2026-07-14 04:45:00;6,41;8,78;122,559;183,8481;0,100088514
2026-07-14 05:00:00;9,37;4,36;122,359;183,6481;0,14995568
2026-07-14 05:15:00;11,92;-2,98;127,049;188,3381;0,17885052
2026-07-14 05:30:00;18,33;-9,45;127,729;189,0181;0,20830606
2026-07-14 05:45:00;23,72;-15,02;121,499;182,7881;0,2388854
2026-07-14 06:00:00;27,55;-18,61;131,619;192,9081;0,26890358
2026-07-14 06:15:00;33,37;-23,77;121,409;182,6981;0,30495617
2026-07-14 06:30:00;40,71;-23,8;114,699;175,9881;0,34015018
2026-07-14 06:45:00;48,05;-29,83;103,829;165,1181;0,37272164
2026-07-14 07:00:00;55,14;-39,24;118,249;179,5381;0,39349002
2026-07-14 07:15:00;62,38;-47,14;107,779;169,0681;0,41919574
2026-07-14 07:30:00;69,21;-54,79;97,379;158,6681;0,44350678
2026-07-14 07:45:00;75,51;-61,31;89,059;150,3481;0,46714687
2026-07-14 08:00:00;80,6;-63,69;105,159;166,4481;0,48974678
2026-07-14 08:15:00;85,68;-68,37;89,679;150,9681;0,51044095
2026-07-14 08:30:00;89,89;-72,01;85,289;146,5781;0,52929765
2026-07-14 08:45:00;94;-76,88;77,859;139,1481;0,5467217
2026-07-14 09:00:00;97,65;-80,99;83,589;144,8781;0,5674796
2026-07-14 09:15:00;101,27;-85,77;85,499;146,7881;0,58006805
2026-07-14 09:30:00;103,94;-90,34;102,969;164,2581;0,5902629
2026-07-14 09:45:00;106,38;-94,14;111,359;172,6481;0,5976446
2026-07-14 10:00:00;108,27;-90,15;99,439;160,7281;0,601728
2026-07-14 10:15:00;110,38;-86,91;87,899;149,1881;0,6039823
2026-07-14 10:30:00;110,87;-83,59;80,459;141,7481;0,6033448
2026-07-14 10:45:00;112,82;-88,08;79,819;141,1081;0,59964776
2026-07-14 11:00:00;112,92;-95,54;92,549;153,8381;0,6060026
2026-07-14 11:15:00;113,08;-92,76;89,329;150,6181;0,59637296
2026-07-14 11:30:00;112,76;-93,41;84,319;145,6081;0,5843607
2026-07-14 11:45:00;112,06;-97,05;72,809;134,0981;0,56990445
2026-07-14 12:00:00;112,3;-96,88;79,949;141,2381;0,5379335
2026-07-14 12:15:00;110,15;-93,63;88,849;150,1381;0,5224232
2026-07-14 12:30:00;107,99;-91,83;95,549;156,8381;0,5046915
2026-07-14 12:45:00;104,08;-87,15;106,349;167,6381;0,48517093
2026-07-14 13:00:00;97,13;-80,34;82,509;143,7981;0,46211502
2026-07-14 13:15:00;79,99;-64,31;84,239;145,5281;0,43950486
2026-07-14 13:30:00;93,69;-78,59;93,639;154,9281;0,41650888
2026-07-14 13:45:00;30,83;-15,52;95,169;156,4581;0,39369804
2026-07-14 14:00:00;76,01;-61,3;62,809;124,0981;0,35261
2026-07-14 14:15:00;95,17;-79,34;83,139;144,4281;0,32847655
2026-07-14 14:30:00;71,08;-54,96;89,789;151,0781;0,3033895
2026-07-14 14:45:00;78,94;-59,73;99,919;161,2081;0,27770317
2026-07-14 15:00:00;75,09;-48,26;90,049;151,3381;0,2483531
2026-07-14 15:15:00;69,37;-44,3;100,269;161,5581;0,22295067
2026-07-14 15:30:00;61,84;-36,52;118,389;179,6781;0,19857433
2026-07-14 15:45:00;55;-28,38;120,379;181,6681;0,1750632
2026-07-14 16:00:00;47,81;-20,96;106,809;168,0981;0,16606282
2026-07-14 16:15:00;42,52;-16,25;114,839;176,1281;0,14068882
2026-07-14 16:30:00;34,93;-9,81;123,249;184,5381;0,1164196
2026-07-14 16:45:00;27,57;-4;132,639;193,9281;0,09366057
2026-07-14 17:00:00;21,51;2,49;126,229;187,5181;0,073694766
2026-07-14 17:15:00;16,67;5,92;138,249;199,5381;0,05867961
2026-07-14 17:30:00;12,69;8,72;145,169;206,4581;0,045179684
2026-07-14 17:45:00;9,14;5,11;139,629;200,9181;0,031538837
2026-07-14 18:00:00;5,94;7,14;133,469;194,7581;0,01885782
2026-07-14 18:15:00;4,34;6,17;131,729;193,0181;0,010739524
2026-07-14 18:30:00;3,95;1,59;157,879;219,1681;0,003847288
2026-07-14 18:45:00;3,23;1,78;163,829;225,1181;0,000379938
2026-07-14 19:00:00;2,36;7,75;152,429;213,7181;0
2026-07-14 19:15:00;1,73;3,64;157,569;218,8581;0
2026-07-14 19:30:00;0,98;4,88;157,269;218,5581;0
2026-07-14 19:45:00;0,25;9,04;155,209;216,4981;0
2026-07-14 20:00:00;0,05;3,73;161,689;222,9781;0
2026-07-14 20:15:00;0,05;7,6;153,829;215,1181;0
2026-07-14 20:30:00;0,06;7,82;150,359;211,6481;0
2026-07-14 20:45:00;0,06;5,88;142,179;203,4681;0
2026-07-14 21:00:00;0,05;4,95;141,759;203,0481;0
2026-07-14 21:15:00;0,06;5,29;136,249;197,5381;0
2026-07-14 21:30:00;0,06;5,08;133,559;194,8481;0
2026-07-14 21:45:00;0,05;8,24;127,509;188,7981;0
2026-07-14 22:00:00;0,05;7,97;141,589;202,8781;0
2026-07-14 22:15:00;0,06;6,73;137,749;199,0381;0
2026-07-14 22:30:00;0,06;5,06;130,619;191,9081;0
2026-07-14 22:45:00;0,06;3,97;124,639;185,9281;0
2026-07-14 23:00:00;0,07;5,43;133,699;194,9881;0
2026-07-14 23:15:00;0,06;5,98;128,249;189,5381;0
2026-07-14 23:30:00;0,06;5,21;126,149;187,4381;0
2026-07-14 23:45:00;0,05;10,72;122,689;183,9781;0
2026-07-15 00:00:00;0,06;10,8;124,639;185,9281;0
2026-07-15 00:15:00;0,05;10,29;121,529;182,8181;0
2026-07-15 00:30:00;0,05;9,92;121,979;183,2681;0
2026-07-15 00:45:00;0,06;9,9;115,059;176,3481;0
2026-07-15 01:00:00;0,05;10,29;119,749;181,0381;0
2026-07-15 01:15:00;0,06;10,24;92,169;153,4581;0
2026-07-15 01:30:00;0,05;9,62;117,249;178,5381;0
2026-07-15 01:45:00;0,06;8;108,659;169,9481;0
